시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
충청남도 천안서북구 직산읍 수헐리,01월 16일,16,1,직산부영,59.76,202210,18,"10,200",10,1998,천안대로 1718,,중개거래,충남 천안서북구
충청남도 천안서북구 직산읍 수헐리,01월 16일,16,1,직산부영,49.662,202210,21,"8,150",4,1998,천안대로 1718,,중개거래,충남 천안서북구
충청남도 천안서북구 직산읍 수헐리,01월 16일,16,1,직산부영,49.662,202210,22,"8,850",12,1998,천안대로 1718,,중개거래,"경기 평택시, 충남 천안서북구"
충청남도 천안서북구 직산읍 수헐리,01월 16일,16,1,직산부영,59.76,202210,22,"9,000",2,1998,천안대로 1718,,중개거래,충남 천안서북구
충청남도 천안서북구 직산읍 수헐리,01월 16일,16,1,직산부영,49.662,202210,22,"8,300",7,1998,천안대로 1718,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,442,442,0,e편한세상스마일시티,51.99,202210,6,"20,000",6,2015,스마일시티1로 55,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,442,442,0,e편한세상스마일시티,51.99,202210,8,"22,000",11,2015,스마일시티1로 55,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,442,442,0,e편한세상스마일시티,59.92,202210,24,"24,000",17,2015,스마일시티1로 55,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,543,543,0,e편한세상스마일시티2차,74.9402,202210,22,"32,000",22,2016,스마일시티2로 2,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,543,543,0,e편한세상스마일시티2차,59.9819,202210,22,"26,100",7,2016,스마일시티2로 2,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,550,550,0,천안스마일시티효성해링턴플레이스,59.9476,202210,7,"25,000",22,2016,스마일시티2로 1,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,550,550,0,천안스마일시티효성해링턴플레이스,74.579,202210,7,"29,500",5,2016,스마일시티2로 1,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,550,550,0,천안스마일시티효성해링턴플레이스,51.9931,202210,15,"21,000",19,2016,스마일시티2로 1,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,550,550,0,천안스마일시티효성해링턴플레이스,59.9476,202210,27,"25,000",12,2016,스마일시티2로 1,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,448,448,0,천안한화꿈에그린스마일시티,84.9742,202210,5,"29,000",11,2014,스마일시티1로 1,20221029,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,448,448,0,천안한화꿈에그린스마일시티,84.9742,202210,23,"28,000",13,2014,스마일시티1로 1,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,448,448,0,천안한화꿈에그린스마일시티,84.9742,202210,29,"28,500",11,2014,스마일시티1로 1,,중개거래,충남 천안서북구
충청남도 천안서북구 차암동,448,448,0,천안한화꿈에그린스마일시티,84.9742,202210,29,"31,000",16,2014,스마일시티1로 1,,직거래,-
충청남도 청양군 청양읍 읍내리,376-11,376,11,장안,49.95,202210,24,"9,000",4,2000,청산로 35,,직거래,-
충청남도 청양군 청양읍 읍내리,377-5,377,5,천강,84.906,202210,18,"14,000",2,1996,청산로 29,,직거래,-
충청남도 태안군 근흥면 정죽리,Mar-62,2262,3,카밀리아하우스,84.98,202210,22,"18,000",7,2008,갈음이길 77,,중개거래,충남 태안군
충청남도 태안군 태안읍 남문리,645,645,0,삼성,84.94,202210,8,"12,500",13,1996,환동로 18-3,,중개거래,"충남 서산시, 충남 태안군"
충청남도 태안군 태안읍 남문리,645,645,0,삼성,59.82,202210,14,"7,500",1,1996,환동로 18-3,,직거래,-
충청남도 태안군 태안읍 남문리,Oct-90,90,10,진흥W-park,84.958,202210,21,"17,000",1,2006,군청10길 14,,중개거래,충남 서산시
충청남도 태안군 태안읍 남문리,790,790,0,태안남문미소지움,76.7181,202210,5,"27,000",3,2019,환동로 43-12,,중개거래,충남 태안군
충청남도 태안군 태안읍 남문리,790,790,0,태안남문미소지움,59.8294,202210,13,"23,000",17,2019,환동로 43-12,,중개거래,충남 태안군
충청남도 태안군 태안읍 남문리,790,790,0,태안남문미소지움,84.9795,202210,24,"29,900",7,2019,환동로 43-12,,중개거래,충남 태안군
충청남도 태안군 태안읍 남문리,787,787,0,태안남문코아루,84.922,202210,7,"25,700",1,2014,후곡로 16,,중개거래,충남 서산시
충청남도 태안군 태안읍 남문리,787,787,0,태안남문코아루,84.866,202210,11,"29,000",14,2014,후곡로 16,,중개거래,충남 서산시
충청남도 태안군 태안읍 남문리,787,787,0,태안남문코아루,84.866,202210,11,"29,000",14,2014,후곡로 16,20221123,중개거래,충남 서산시
충청남도 태안군 태안읍 동문리,413-1,413,1,대림,81.27,202210,9,"9,000",9,1991,한양길 61-30,,중개거래,충남 태안군
충청남도 태안군 태안읍 동문리,935,935,0,동문센텀파크아파트,80.871,202210,7,"21,500",6,2017,다락미2길 3,,중개거래,충남 태안군
충청남도 태안군 태안읍 동문리,Jul-38,38,7,삼보(38-7),39.12,202210,6,"4,100",1,1988,다락미4길 30-3,,직거래,-
충청남도 태안군 태안읍 동문리,Jan-92,92,1,주공,49.85,202210,6,"10,300",4,2000,동문7길 20,,중개거래,충남 태안군
충청남도 태안군 태안읍 동문리,Jan-92,92,1,주공,49.85,202210,7,"10,800",4,2000,동문7길 20,,중개거래,충남 태안군
충청남도 태안군 태안읍 동문리,Jan-92,92,1,주공,39.51,202210,16,"8,500",13,2000,동문7길 20,,중개거래,충남 태안군
충청남도 태안군 태안읍 동문리,936,936,0,태안동문이테크코아루,84.6956,202210,29,"33,000",7,2018,동평로 45,,중개거래,충남 태안군
충청남도 태안군 태안읍 동문리,386-2,386,2,한주,59.99,202210,31,"8,300",10,1996,백화로 136,20221121,중개거래,충남 서산시
충청남도 태안군 태안읍 동문리,386-2,386,2,한주,59.99,202210,31,"8,300",10,1996,백화로 136,,중개거래,충남 서산시
충청남도 태안군 태안읍 삭선리,765-2,765,2,삼호(765-2),59.96,202210,15,"5,000",4,1998,백교길 53-4,,직거래,-
충청남도 태안군 태안읍 삭선리,420-4,420,4,태안신동아,84.97,202210,21,"11,300",15,1996,진벌로 34-3,,중개거래,충남 태안군
충청남도 태안군 태안읍 삭선리,281-25,281,25,해송마을1차,39.96,202210,5,"4,000",1,1999,원이로 302,,중개거래,충남 태안군
충청남도 태안군 태안읍 삭선리,281-25,281,25,해송마을1차,39.96,202210,15,"3,700",2,1999,원이로 302,,중개거래,충남 태안군
충청남도 태안군 태안읍 삭선리,281-25,281,25,해송마을1차,39.96,202210,19,"3,700",1,1999,원이로 302,,중개거래,충남 태안군
충청남도 태안군 태안읍 삭선리,281-25,281,25,해송마을1차,59.91,202210,28,"6,200",3,1999,원이로 302,,중개거래,대전 서구
충청남도 태안군 태안읍 삭선리,281-25,281,25,해송마을1차,39.96,202210,31,"3,700",6,1999,원이로 302,,중개거래,충남 태안군
충청남도 태안군 태안읍 평천리,601,601,0,평천혜성,41.28,202210,13,"2,800",1,1997,평촌길 15-32,,중개거래,경기 가평군
충청남도 태안군 태안읍 평천리,601,601,0,평천혜성,41.28,202210,29,"3,600",8,1997,평촌길 15-32,,중개거래,충남 태안군
충청남도 태안군 태안읍 평천리,601,601,0,평천혜성,41.28,202210,29,"3,600",8,1997,평촌길 15-32,20221115,중개거래,충남 태안군
충청남도 홍성군 금마면 죽림리,Dec-82,82,12,세청파크빌,58.95,202210,5,"6,200",3,2012,충서로2036번길 82,,중개거래,충남 홍성군
충청남도 홍성군 금마면 죽림리,Dec-82,82,12,세청파크빌,58.95,202210,11,"5,300",5,2012,충서로2036번길 82,,중개거래,충남 홍성군
충청남도 홍성군 홍북읍 봉신리,289-1,289,1,동진아파트,49.68,202210,8,"6,900",5,1998,211,,중개거래,충남 홍성군
충청남도 홍성군 홍북읍 신경리,928,928,0,극동스타클래스센트럴,76.878,202210,7,"27,300",13,2014,33,,중개거래,충남 홍성군
충청남도 홍성군 홍북읍 신경리,1204,1204,0,엘에이치스타힐스,84.92,202210,29,"26,000",16,2015,홍예로 213,,중개거래,충남 홍성군
충청남도 홍성군 홍북읍 신경리,1370,1370,0,한울마을모아엘가아파트,84.9867,202210,11,"34,300",8,2016,홍학로 88,,중개거래,충남 홍성군
충청남도 홍성군 홍북읍 신경리,1169,1169,0,효성해링턴플레이스,67.443,202210,28,"26,000",9,2014,54,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 고암리,1077,1077,0,신동아파밀리에,84.8912,202210,18,"26,000",14,2009,충절로953번길 20,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 고암리,1077,1077,0,신동아파밀리에,84.8912,202210,21,"25,500",8,2009,충절로953번길 20,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 고암리,1077,1077,0,신동아파밀리에,84.8912,202210,31,"25,400",9,2009,충절로953번길 20,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,112-12,112,12,대우아파트,59.46,202210,22,"8,300",8,1995,문화로72번길 41,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,515,515,0,주공아파트1차,46.2,202210,19,"10,800",8,2001,문화로72번길 92,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,515,515,0,주공아파트1차,46.2,202210,26,"9,300",13,2001,문화로72번길 92,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,515,515,0,주공아파트1차,59.64,202210,29,"14,500",13,2001,문화로72번길 92,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,515,515,0,주공아파트1차,46.2,202210,30,"9,700",5,2001,문화로72번길 92,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,515,515,0,주공아파트1차,45.79,202210,31,"9,450",2,2001,문화로72번길 92,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 남장리,629,629,0,홍성남장이안,71.8835,202210,21,"23,000",3,2017,문화로72번길 50,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 내법리,285-78,285,78,현광,59.99,202210,7,"6,300",13,1997,도청대로96번길 85-17,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 내법리,285-78,285,78,현광,59.99,202210,12,"6,000",17,1997,도청대로96번길 85-17,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 내법리,285-78,285,78,현광,59.99,202210,24,"6,500",17,1997,도청대로96번길 85-17,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 내법리,285-78,285,78,현광,84.99,202210,24,"9,000",3,1997,도청대로96번길 85-17,,중개거래,"충남 예산군, 충남 홍성군"
충청남도 홍성군 홍성읍 오관리,518,518,0,경성큰마을,84.98,202210,12,"13,300",14,1997,문화로80번길 32-14,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 오관리,652,652,0,미림청솔,84.39,202210,7,"11,900",4,1997,내포로146번길 46,,직거래,-
충청남도 홍성군 홍성읍 오관리,808,808,0,세광엔리치타워,84.9595,202210,2,"19,300",7,2006,충서로 1506,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 오관리,668-2,668,2,현대,59.928,202210,10,"10,900",11,1997,월계천길 41-11,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 옥암리,1105,1105,0,홍성옥암하늘채,84.9951,202210,11,"24,000",9,2006,문화로33번길 11,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 월산리,850,850,0,부영1차,49.842,202210,31,"8,800",13,2003,월산로30번길 39,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 월산리,851,851,0,부영2차(851-0),80.9663,202210,4,"16,400",8,2004,월산로30번길 38,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 월산리,851,851,0,부영2차(851-0),59.987,202210,5,"11,000",10,2004,월산로30번길 38,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 월산리,851,851,0,부영2차(851-0),59.987,202210,15,"12,500",2,2004,월산로30번길 38,,중개거래,충남 홍성군
충청남도 홍성군 홍성읍 월산리,851,851,0,부영2차(851-0),59.987,202210,17,"11,500",15,2004,월산로30번길 38,,중개거래,충남 홍성군
충청북도 괴산군 괴산읍 동부리,811,811,0,신성건설미소지움괴산,59.9839,202210,6,"15,700",12,2014,남산1길 41,,중개거래,충북 괴산군
충청북도 단양군 단양읍 상진리,50,50,0,두진임대아파트,35.67,202210,7,"7,700",8,1996,상진2로 17,,직거래,-
충청북도 단양군 단양읍 상진리,50,50,0,두진임대아파트,35.67,202210,10,"6,300",8,1996,상진2로 17,,중개거래,충북 단양군
충청북도 단양군 단양읍 상진리,50,50,0,두진임대아파트,49.69,202210,19,"7,500",10,1996,상진2로 17,,중개거래,충북 단양군
충청북도 단양군 단양읍 상진리,50,50,0,두진임대아파트,35.67,202210,26,"6,700",11,1996,상진2로 17,,중개거래,충북 단양군
충청북도 단양군 매포읍 평동리,1335,1335,0,단양태양드림빌,50.4,202210,8,"4,500",3,2005,평동38길 19,,중개거래,충북 단양군
충청북도 단양군 매포읍 평동리,1335,1335,0,단양태양드림빌,34.44,202210,11,"3,300",14,2005,평동38길 19,,중개거래,충북 단양군
충청북도 단양군 매포읍 평동리,1335,1335,0,단양태양드림빌,57.42,202210,19,"5,900",15,2005,평동38길 19,,직거래,-
충청북도 단양군 매포읍 평동리,1335,1335,0,단양태양드림빌,34.44,202210,19,"3,000",2,2005,평동38길 19,,직거래,-
충청북도 단양군 매포읍 평동리,1335,1335,0,단양태양드림빌,57.42,202210,21,"5,200",1,2005,평동38길 19,,중개거래,충북 단양군
충청북도 단양군 매포읍 평동리,90,90,0,하나아파트,59.76,202210,27,"3,800",3,1992,평동9길 8,,중개거래,충북 단양군
충청북도 보은군 보은읍 교사리,402-29,402,29,극동,38.64,202210,3,"3,300",1,1997,향교1길 11-3,,중개거래,충북 단양군
충청북도 보은군 보은읍 교사리,402-29,402,29,극동,38.64,202210,11,"3,550",6,1997,향교1길 11-3,,직거래,-
충청북도 보은군 보은읍 교사리,402-29,402,29,극동,59.04,202210,27,"6,500",1,1997,향교1길 11-3,,중개거래,충북 보은군
충청북도 보은군 보은읍 교사리,174-6,174,6,동진,66.33,202210,12,"5,500",3,1990,보은로 235,,중개거래,충북 보은군
충청북도 보은군 보은읍 교사리,402-3,402,3,에스엠101동,50.7,202210,6,"5,800",10,2000,향교1길 8,,중개거래,충북 보은군
충청북도 보은군 보은읍 교사리,377-7,377,7,에스엠102동,55.3008,202210,4,"6,000",2,2000,향교1길 3-3,,직거래,-
충청북도 보은군 보은읍 삼산리,171-4,171,4,진화,56.18,202210,7,"2,950",5,1992,교사삼산2길 28,,직거래,-
충청북도 보은군 보은읍 이평리,142-1,142,1,프리미엄뷰 103동,84.9686,202210,31,"19,500",2,2017,군청길 110-9,,중개거래,충북 보은군
충청북도 보은군 보은읍 이평리,96,96,0,황실,110.6507,202210,18,"18,612",8,2007,뱃들로 68-42,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,7,"17,510",8,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,12,"17,600",10,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",7,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",5,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",6,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",5,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",6,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",11,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",16,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",5,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"16,500",1,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",14,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",14,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",18,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",18,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"16,500",2,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,14,"17,500",4,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,18,"17,701",9,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,18,"17,500",16,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,18,"17,169",6,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,345",6,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,510",14,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,345",4,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,695",9,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,345",6,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,695",7,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,345",2,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"17,345",4,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,19,"18,045",18,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,20,"17,500",5,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,28,"16,600",3,2018,보청대로 1966,,직거래,-
충청북도 보은군 보은읍 장신리,183,183,0,보은신한헤센,74.969,202210,31,"14,510",18,2018,보청대로 1966,,직거래,-
충청북도 영동군 영동읍 계산리,Mar-61,61,3,미주맨션,88.59,202210,11,"6,500",4,1992,계산로 128,,직거래,-
충청북도 영동군 영동읍 계산리,Mar-61,61,3,미주맨션,56.46,202210,12,"4,800",3,1992,계산로 128,,중개거래,충북 영동군
충청북도 영동군 영동읍 동정리,89,89,0,렉시움,84.6504,202210,27,"24,800",4,2015,동정로 66-6,,직거래,-
충청북도 영동군 영동읍 부용리,56,56,0,신양,65.81,202210,25,"7,050",4,1991,부용1길 15,,직거래,-
충청북도 영동군 영동읍 설계리,886,886,0,주공아파트(886-0),49.81,202210,7,"7,500",9,2002,눈어치로 22-10,,직거래,-
충청북도 영동군 영동읍 설계리,886,886,0,주공아파트(886-0),39.94,202210,19,"5,900",5,2002,눈어치로 22-10,,직거래,-
충청북도 영동군 영동읍 설계리,886,886,0,주공아파트(886-0),49.81,202210,28,"8,000",10,2002,눈어치로 22-10,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",10,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",11,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",10,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",9,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",9,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",8,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",13,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",11,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",3,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",4,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",4,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",5,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",5,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",6,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",6,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",7,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",7,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",8,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",12,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",12,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,165-7,165,7,영동부자마을아파트,84.84,202210,21,"15,062",3,2022,용산로9길 5,,직거래,-
충청북도 영동군 용산면 구촌리,172-1,172,1,진산,59.61,202210,25,"4,000",3,1995,용산로6길 7,,직거래,-
충청북도 옥천군 옥천읍 금구리,235-26,235,26,다산금빛아파트,45.32,202210,21,"7,350",7,2002,가화3길 8,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 금구리,235-1,235,1,옥천가화현대아파트,59.88,202210,6,"8,500",3,1995,가화3길 18,,직거래,-
충청북도 옥천군 옥천읍 금구리,235-1,235,1,옥천가화현대아파트,84.68,202210,12,"13,200",15,1995,가화3길 18,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 금구리,235-1,235,1,옥천가화현대아파트,59.88,202210,16,"8,300",11,1995,가화3길 18,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 금구리,235-1,235,1,옥천가화현대아파트,59.88,202210,31,"9,300",10,1995,가화3길 18,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 대천리,373-1,373,1,청솔아파트,39.95,202210,14,"3,000",4,1993,성암응천길 41-10,,직거래,-
충청북도 옥천군 옥천읍 대천리,373-1,373,1,청솔아파트,39.95,202210,14,"3,000",5,1993,성암응천길 41-10,,직거래,-
충청북도 옥천군 옥천읍 대천리,373-1,373,1,청솔아파트,39.95,202210,14,"3,000",5,1993,성암응천길 41-10,,직거래,-
충청북도 옥천군 옥천읍 대천리,405-2,405,2,태원아파트(102동),83.742,202210,10,"31,100",8,2022,성암응천길 23,,직거래,-
충청북도 옥천군 옥천읍 대천리,405-2,405,2,태원아파트(102동),84.7493,202210,31,"31,600",8,2022,성암응천길 23,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 마암리,487,487,0,옥천마암리양우내안애아파트,59.9135,202210,31,"21,400",13,2017,마장로 20,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,374,374,0,옥천문정주공(2)단지,49.62,202210,9,"8,000",6,1998,문장로2길 9,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,376,376,0,옥천문정주공(3)단지아파트,49.85,202210,5,"9,250",10,1999,문장로2길 10,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,376,376,0,옥천문정주공(3)단지아파트,49.85,202210,9,"9,400",5,1999,문장로2길 10,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,376,376,0,옥천문정주공(3)단지아파트,49.85,202210,21,"9,200",15,1999,문장로2길 10,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,376,376,0,옥천문정주공(3)단지아파트,49.85,202210,25,"9,900",11,1999,문장로2길 10,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,430-1,430,1,하늘빛아파트,84.9934,202210,9,"34,500",12,2007,동부로 16,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 문정리,430-1,430,1,하늘빛아파트,59.8563,202210,24,"19,200",11,2007,동부로 16,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 장야리,262-2,262,2,그린아파트,68.24,202210,27,"8,500",9,1990,장야1길 10,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 장야리,313,313,0,옥천장야주공(1)단지,59.64,202210,13,"14,500",5,2002,장야3길 9,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 장야리,313,313,0,옥천장야주공(1)단지,59.64,202210,23,"14,300",8,2002,장야3길 9,,중개거래,충북 옥천군
충청북도 옥천군 옥천읍 장야리,313,313,0,옥천장야주공(1)단지,59.64,202210,31,"13,000",12,2002,장야3길 9,,직거래,-
충청북도 음성군 감곡면 오향리,1186,1186,0,대신리치빌,84.4275,202210,11,"25,500",4,2018,음성로 2634,,직거래,-
충청북도 음성군 감곡면 오향리,568,568,0,덕일한마음,46.32,202210,5,"7,600",3,2003,음성로 2650-22,,중개거래,경기 이천시
충청북도 음성군 감곡면 오향리,568,568,0,덕일한마음,46.32,202210,12,"6,500",8,2003,음성로 2650-22,,직거래,-
충청북도 음성군 감곡면 오향리,568,568,0,덕일한마음,59.97,202210,15,"11,700",2,2003,음성로 2650-22,20221017,중개거래,충북 음성군
충청북도 음성군 감곡면 오향리,568,568,0,덕일한마음,59.97,202210,17,"11,700",2,2003,음성로 2650-22,,중개거래,충북 음성군
충청북도 음성군 감곡면 오향리,568,568,0,덕일한마음,46.32,202210,18,"7,200",2,2003,음성로 2650-22,,중개거래,충북 음성군
충청북도 음성군 감곡면 오향리,568,568,0,덕일한마음,59.97,202210,30,"11,000",8,2003,음성로 2650-22,,직거래,-
충청북도 음성군 감곡면 오향리,405-16,405,16,드림타워,58.7237,202210,4,"7,900",3,2011,거일길 27-38,,중개거래,충북 음성군
충청북도 음성군 감곡면 오향리,405-16,405,16,드림타워,39.744,202210,18,"5,550",3,2011,거일길 27-38,,중개거래,충북 음성군
